sid,tid,tix,bid,bix,study_task,current_task,prime_identity,prime_part_of_speech,prime_valence,target_identity,target_part_of_speech,target_valence,target_onset,response,response_time,error,response_window_start,response_window_end,n_target
17,1102,2,29,7,valence_classification,color_matching,WJJW,noun,negative,liebe,noun,positive,0.4503,match,0.519,0,0.3743,0.51,52.40066538342958
17,1103,3,29,7,valence_classification,color_matching,WJJW,noun,negative,einfall,noun,positive,0.4503,nonmatch,0.6655,0,0.3741,0.5099,52.37935234869115
17,1104,4,29,7,valence_classification,color_matching,MQQM,noun,positive,gierig,adjective,negative,0.4503,match,0.3997,0,0.374,0.5097,52.358233101468244
17,1105,5,29,7,valence_classification,color_matching,ZYYZ,adjective,negative,schön,adjective,positive,0.4503,nonmatch,0.4679,0,0.3738,0.5096,52.33727298492679
17,1106,6,29,7,valence_classification,color_matching,WJJW,noun,negative,spaß,noun,positive,0.4503,match,0.2427,1,0.3737,0.5094,52.31643787893277
17,1107,7,29,7,valence_classification,color_matching,MQQM,noun,positive,schlecht,adjective,negative,0.4538,nonmatch,0.3434,1,0.3741,0.5098,52.37870557711701
17,1108,8,29,7,valence_classification,color_matching,XVVX,adjective,positive,eitel,adjective,negative,0.4503,nonmatch,1.428,0,0.3746,0.5103,52.44149614145246
17,1109,9,29,7,valence_classification,color_matching,MQQM,noun,positive,gift,noun,negative,0.4503,nonmatch,0.3141,0,0.3744,0.5101,52.420105036706396
17,1110,10,29,7,valence_classification,color_matching,ZYYZ,adjective,negative,entführung,noun,negative,0.4503,match,0.4861,0,0.3743,0.51,52.398972114048156
17,1111,11,29,7,valence_classification,color_matching,WJJW,noun,negative,schön,adjective,positive,0.4503,match,0.5649,1,0.3741,0.5098,52.378062604790514
17,1112,12,29,7,valence_classification,color_matching,XVVX,adjective,positive,gierig,adjective,negative,0.4503,match,0.4895,0,0.3746,0.5103,52.44025918443739
17,1113,13,29,7,valence_classification,color_matching,ZYYZ,adjective,negative,ehrlich,adjective,positive,0.4503,nonmatch,0.4137,0,0.3744,0.5101,52.41907054527502
17,1114,14,29,7,valence_classification,color_matching,MQQM,noun,positive,lustig,adjective,positive,0.4503,match,0.2211,0,0.3743,0.51,52.39813669850204
17,1115,15,29,7,valence_classification,color_matching,MQQM,noun,positive,schön,adjective,positive,0.4503,nonmatch,0.4322,0,0.3741,0.5098,52.37742349912244
17,1116,16,29,7,valence_classification,color_matching,ZYYZ,adjective,negative,gift,noun,negative,0.4503,match,0.4263,1,0.374,0.5097,52.35689751850001
17,1117,17,29,7,valence_classification,color_matching,ZYYZ,adjective,negative,gütig,adjective,positive,0.4503,match,0.5506,0,0.3744,0.5101,52.41804703619388
17,1118,18,29,7,valence_classification,color_matching,XVVX,adjective,positive,spaß,noun,positive,0.4503,nonmatch,0.5786,1,0.3743,0.51,52.397308713191215
17,1119,19,29,7,valence_classification,color_matching,XVVX,adjective,positive,gütig,adjective,positive,0.4503,match,0.5809,1,0.3747,0.5104,52.45920673010402
17,1120,20,29,7,valence_classification,color_matching,ZYYZ,adjective,negative,schlecht,adjective,negative,0.4503,nonmatch,0.1073,0,0.3752,0.5109,52.53054257340229
17,1121,21,29,7,valence_classification,color_matching,WJJW,noun,negative,gütig,adjective,positive,0.4503,match,0.563,0,0.375,0.5108,52.506690830231406
17,1122,22,29,7,valence_classification,color_matching,XVVX,adjective,positive,launisch,adjective,negative,0.4537,match,0.6323,1,0.3749,0.5106,52.482375139737286
17,1123,23,29,7,valence_classification,color_matching,XVVX,adjective,positive,entführung,noun,negative,0.4503,nonmatch,1.3813,1,0.3754,0.5111,52.55172942827485
17,1124,24,29,7,valence_classification,color_matching,XVVX,adjective,positive,schön,adjective,positive,0.4503,nonmatch,0.6225,1,0.3758,0.5115,52.61676864818904
17,1125,25,29,7,valence_classification,color_matching,ZYYZ,adjective,negative,liebe,noun,positive,0.4503,nonmatch,1.2752,0,0.3763,0.512,52.67850808476842
17,1126,26,29,7,valence_classification,color_matching,XVVX,adjective,positive,lustig,adjective,positive,0.4503,match,0.3571,0,0.3761,0.5118,52.657266201168525
17,1127,27,29,7,valence_classification,color_matching,MQQM,noun,positive,schleim,noun,negative,0.4503,nonmatch,0.5686,0,0.376,0.5117,52.63582197342476
17,1128,28,29,7,valence_classification,color_matching,MQQM,noun,positive,launisch,adjective,negative,0.4522,match,0.407,1,0.3758,0.5115,52.61414088195199
17,1129,29,29,7,valence_classification,color_matching,XVVX,adjective,positive,ehrlich,adjective,positive,0.4503,match,0.4116,1,0.3763,0.512,52.67547098279633
17,1130,30,29,7,valence_classification,color_matching,MQQM,noun,positive,spaß,noun,positive,0.4503,match,0.5658,1,0.3767,0.5124,52.734393230005075
17,1131,31,29,7,valence_classification,color_matching,WJJW,noun,negative,leiche,noun,negative,0.4503,match,0.4554,1,0.3771,0.5128,52.79640808626393
17,1132,32,29,7,valence_classification,color_matching,ZYYZ,adjective,negative,gierig,adjective,negative,0.4503,match,0.4554,0,0.3776,0.5133,52.85748870750928
17,1133,33,29,7,valence_classification,color_matching,MQQM,noun,positive,liebe,noun,positive,0.4503,match,1.2953,0,0.3774,0.5131,52.83715536628404
17,1134,34,29,7,valence_classification,color_matching,ZYYZ,adjective,negative,schleim,noun,negative,0.4503,nonmatch,0.5324,0,0.3773,0.513,52.816912153819
17,1135,35,29,7,valence_classification,color_matching,WJJW,noun,negative,glück,noun,positive,0.4503,match,0.3965,0,0.3771,0.5128,52.796727504229494
17,1136,36,29,7,valence_classification,color_matching,ZYYZ,adjective,negative,leiche,noun,negative,0.4504,match,0.3751,0,0.377,0.5127,52.77657008642253
17,1137,37,29,7,valence_classification,color_matching,ZYYZ,adjective,negative,eitel,adjective,negative,0.4503,match,0.2393,0,0.3768,0.5125,52.75640871037714
17,1138,38,29,7,valence_classification,color_matching,ZYYZ,adjective,negative,glück,noun,positive,0.4503,nonmatch,0.2781,1,0.3767,0.5124,52.73621223460425
17,1139,39,29,7,valence_classification,color_matching,XVVX,adjective,positive,leiche,noun,negative,0.4503,nonmatch,0.6025,0,0.3771,0.5128,52.797034515018524
17,1140,40,29,7,valence_classification,color_matching,MQQM,noun,positive,glück,noun,positive,0.4503,match,0.21,1,0.377,0.5127,52.777064974581286
17,1141,41,29,7,valence_classification,color_matching,MQQM,noun,positive,ehrlich,adjective,positive,0.4503,match,0.5959,1,0.3774,0.5131,52.83701492468327
17,1142,42,29,7,valence_classification,color_matching,XVVX,adjective,positive,gift,noun,negative,0.4503,match,0.5326,1,0.3778,0.5135,52.89666316697388
17,1143,43,29,7,valence_classification,color_matching,WJJW,noun,negative,gierig,adjective,negative,0.4503,match,0.1984,0,0.3783,0.514,52.95683984315337
17,1144,44,29,7,valence_classification,color_matching,MQQM,noun,positive,entführung,noun,negative,0.4503,match,0.4966,0,0.3781,0.5138,52.93634314650764
17,1145,45,29,7,valence_classification,color_matching,MQQM,noun,positive,einfall,noun,positive,0.4503,match,0.3538,0,0.378,0.5137,52.91608797519189
17,1146,46,29,7,valence_classification,color_matching,XVVX,adjective,positive,einfall,noun,positive,0.4532,match,0.4323,0,0.3778,0.5135,52.896042448464804
17,1147,47,29,7,valence_classification,color_matching,ZYYZ,adjective,negative,launisch,adjective,negative,0.4503,match,0.5146,1,0.3777,0.5134,52.87617536126504
17,1148,48,29,7,valence_classification,color_matching,XVVX,adjective,positive,liebe,noun,positive,0.4504,match,0.468,1,0.3781,0.5138,52.93536492973292
17,1149,49,29,7,valence_classification,color_matching,ZYYZ,adjective,negative,lustig,adjective,positive,0.4503,match,0.4322,0,0.3786,0.5143,52.99770648576692
17,1150,50,29,7,valence_classification,color_matching,XVVX,adjective,positive,schleim,noun,negative,0.4503,match,0.0486,0,0.3784,0.5141,52.97492164792391
17,1151,51,29,7,valence_classification,color_matching,WJJW,noun,negative,schleim,noun,negative,0.4503,match,0.5101,1,0.3782,0.514,52.954526235206465
17,1152,52,29,7,valence_classification,color_matching,MQQM,noun,positive,gütig,adjective,positive,0.4503,match,0.3782,0,0.3787,0.5144,53.02009054505778
17,1153,53,29,7,valence_classification,color_matching,XVVX,adjective,positive,glück,noun,positive,0.4503,match,0.575,1,0.3785,0.5143,52.99593890049658
17,1154,54,29,7,valence_classification,color_matching,MQQM,noun,positive,leiche,noun,negative,0.4503,match,0.5173,0,0.379,0.5147,53.06484914487273
17,1155,55,29,7,valence_classification,color_matching,WJJW,noun,negative,eitel,adjective,negative,0.4592,match,0.2887,0,0.3789,0.5146,53.04173909014134
17,1156,56,29,7,valence_classification,color_matching,WJJW,noun,negative,lustig,adjective,positive,0.4504,match,0.5416,0,0.3787,0.5144,53.01819864227851
17,1157,57,29,7,valence_classification,color_matching,WJJW,noun,negative,schlecht,adjective,negative,0.4503,match,0.5493,1,0.3785,0.5142,52.9941879359399
17,1158,58,29,7,valence_classification,color_matching,ZYYZ,adjective,negative,einfall,noun,positive,0.4503,match,0.4824,0,0.379,0.5147,53.062700989693745
17,1159,59,29,7,valence_classification,color_matching,WJJW,noun,negative,entführung,noun,negative,0.4503,match,0.535,0,0.3789,0.5146,53.0397284595606
17,1160,60,29,7,valence_classification,color_matching,ZYYZ,adjective,negative,spaß,noun,positive,0.4503,match,0.6579,1,0.3787,0.5144,53.01632567446051
17,1161,61,29,7,valence_classification,color_matching,WJJW,noun,negative,launisch,adjective,negative,0.4503,match,0.4912,1,0.3792,0.5149,53.08302183734246
17,1162,62,29,7,valence_classification,color_matching,WJJW,noun,negative,gift,noun,negative,0.4503,match,0.4251,0,0.3796,0.5153,53.145727403618075
17,1163,63,29,7,valence_classification,color_matching,MQQM,noun,positive,eitel,adjective,negative,0.4504,match,0.4245,1,0.3795,0.5152,53.124379229243935
17,1164,64,29,7,valence_classification,color_matching,WJJW,noun,negative,ehrlich,adjective,positive,0.4503,match,0.454,1,0.3799,0.5156,53.18481940655904
17,1165,1,30,8,valence_classification,color_matching,MQQM,noun,positive,entführung,noun,negative,0.4503,match,0.5985,0,0.3803,0.516,53.24274893585599
17,1166,2,30,8,valence_classification,color_matching,ZYYZ,adjective,negative,leiche,noun,negative,0.4503,nonmatch,0.5109,0,0.3802,0.5159,53.222634439577085
17,1167,3,30,8,valence_classification,color_matching,XVVX,adjective,positive,gift,noun,negative,0.459,match,0.4475,0,0.38,0.5157,53.202388157250695
17,1168,4,30,8,valence_classification,color_matching,XVVX,adjective,positive,schleim,noun,negative,0.4503,match,0.4537,0,0.3799,0.5156,53.18197948251492
17,1169,5,30,8,valence_classification,color_matching,WJJW,noun,negative,glück,noun,positive,0.4503,match,0.3429,1,0.3797,0.5154,53.16137740081227
17,1169,5,30,8,valence_classification,color_matching,WJJW,noun,negative,glück,noun,positive,0.4503,nonmatch,0.4598,0,0.3797,0.5154,53.16137740081227
17,1170,6,30,8,valence_classification,color_matching,WJJW,noun,negative,gierig,adjective,negative,0.4503,match,0.4282,0,0.3796,0.5153,53.14055040168624
17,1171,7,30,8,valence_classification,color_matching,WJJW,noun,negative,gütig,adjective,positive,0.4503,nonmatch,0.2569,1,0.3794,0.5151,53.11946638949048
17,1172,8,30,8,valence_classification,color_matching,MQQM,noun,positive,gütig,adjective,positive,0.4532,match,0.3745,0,0.3799,0.5156,53.179176292876924
17,1173,9,30,8,valence_classification,color_matching,XVVX,adjective,positive,launisch,adjective,negative,0.4503,nonmatch,0.3829,0,0.3797,0.5154,53.15870646210093
17,1174,10,30,8,valence_classification,color_matching,WJJW,noun,negative,ehrlich,adjective,positive,0.4503,nonmatch,0.3563,1,0.3796,0.5153,53.13800952767937
17,1175,11,30,8,valence_classification,color_matching,ZYYZ,adjective,negative,glück,noun,positive,0.4503,match,0.3992,1,0.38,0.5157,53.19655065271408
17,1176,12,30,8,valence_classification,color_matching,XVVX,adjective,positive,schön,adjective,positive,0.4503,match,0.4425,0,0.3804,0.5161,53.25281594373266
17,1177,13,30,8,valence_classification,color_matching,XVVX,adjective,positive,schlecht,adjective,negative,0.4503,match,0.3476,0,0.3802,0.516,53.233095426709625
17,1178,14,30,8,valence_classification,color_matching,ZYYZ,adjective,negative,liebe,noun,positive,0.4503,match,0.5115,0,0.3801,0.5158,53.213398768236
17,1179,15,30,8,valence_classification,color_matching,MQQM,noun,positive,ehrlich,adjective,positive,0.4503,nonmatch,0.5239,0,0.38,0.5157,53.19356027712959
17,1180,16,30,8,valence_classification,color_matching,WJJW,noun,negative,liebe,noun,positive,0.4503,match,0.4752,0,0.3798,0.5155,53.17355054368779
17,1181,17,30,8,valence_classification,color_matching,ZYYZ,adjective,negative,entführung,noun,negative,0.4503,nonmatch,0.5644,0,0.3797,0.5154,53.15333973308668
17,1182,18,30,8,valence_classification,color_matching,XVVX,adjective,positive,spaß,noun,positive,0.4503,match,0.4126,0,0.3795,0.5152,53.132897502850916
17,1183,19,30,8,valence_classification,color_matching,ZYYZ,adjective,negative,schön,adjective,positive,0.4503,match,0.3994,1,0.3794,0.5151,53.112192918699854
17,1184,20,30,8,valence_classification,color_matching,XVVX,adjective,positive,einfall,noun,positive,0.4504,match,0.418,0,0.3798,0.5155,53.1708537507693
17,1185,21,30,8,valence_classification,color_matching,WJJW,noun,negative,spaß,noun,positive,0.4503,match,0.4776,0,0.3796,0.5154,53.150767577953964
17,1186,22,30,8,valence_classification,color_matching,MQQM,noun,positive,schlecht,adjective,negative,0.4503,match,0.511,0,0.3795,0.5152,53.13044800406924
17,1187,23,30,8,valence_classification,color_matching,ZYYZ,adjective,negative,ehrlich,adjective,positive,0.4503,match,0.3173,0,0.3794,0.5151,53.109864460788906
17,1188,24,30,8,valence_classification,color_matching,XVVX,adjective,positive,ehrlich,adjective,positive,0.4509,match,0.5356,0,0.3792,0.5149,53.08898570180985
17,1189,25,30,8,valence_classification,color_matching,ZYYZ,adjective,negative,schleim,noun,negative,0.4503,match,0.2601,0,0.3791,0.5148,53.06777971604464
17,1190,26,30,8,valence_classification,color_matching,MQQM,noun,positive,einfall,noun,positive,0.4503,match,0.3602,1,0.3789,0.5146,53.046213638183445
17,1191,27,30,8,valence_classification,color_matching,MQQM,noun,positive,glück,noun,positive,0.4503,match,0.5326,0,0.3793,0.5151,53.107562459004875
17,1192,28,30,8,valence_classification,color_matching,ZYYZ,adjective,negative,gift,noun,negative,0.4503,match,0.496,0,0.3792,0.5149,53.08680126385376
17,1193,29,30,8,valence_classification,color_matching,MQQM,noun,positive,schön,adjective,positive,0.4503,match,0.533,1,0.379,0.5148,53.06571199591066
17,1194,30,30,8,valence_classification,color_matching,WJJW,noun,negative,lustig,adjective,positive,0.4503,match,0.4219,1,0.3795,0.5152,53.1256345528337
17,1195,31,30,8,valence_classification,color_matching,MQQM,noun,positive,lustig,adjective,positive,0.4503,match,0.4054,0,0.3799,0.5156,53.18247732101879
17,1196,32,30,8,valence_classification,color_matching,ZYYZ,adjective,negative,einfall,noun,positive,0.4503,match,0.361,1,0.3797,0.5154,53.1629610231946
17,1197,33,30,8,valence_classification,color_matching,WJJW,noun,negative,einfall,noun,positive,0.4503,nonmatch,0.5861,0,0.3801,0.5158,53.21806534397924
17,1198,34,30,8,valence_classification,color_matching,ZYYZ,adjective,negative,gütig,adjective,positive,0.4574,nonmatch,0.7167,0,0.38,0.5157,53.199007056080575
17,1199,35,30,8,valence_classification,color_matching,WJJW,noun,negative,eitel,adjective,negative,0.4503,nonmatch,0.4489,0,0.3799,0.5156,53.17979233227301
17,1200,36,30,8,valence_classification,color_matching,XVVX,adjective,positive,lustig,adjective,positive,0.4503,nonmatch,0.4116,0,0.3797,0.5154,53.160393548229415
17,1201,37,30,8,valence_classification,color_matching,ZYYZ,adjective,negative,launisch,adjective,negative,0.4503,match,0.5363,0,0.3796,0.5153,53.14078263303119
17,1202,38,30,8,valence_classification,color_matching,WJJW,noun,negative,schleim,noun,negative,0.4503,nonmatch,0.4992,0,0.3794,0.5151,53.12093099416566
17,1203,39,30,8,valence_classification,color_matching,ZYYZ,adjective,negative,spaß,noun,positive,0.4503,match,0.4036,0,0.3793,0.515,53.10080944086833
17,1204,40,30,8,valence_classification,color_matching,WJJW,noun,negative,entführung,noun,negative,0.4503,match,0.5234,0,0.3791,0.5149,53.08038810551738
17,1205,41,30,8,valence_classification,color_matching,MQQM,noun,positive,liebe,noun,positive,0.4503,match,0.4895,0,0.379,0.5147,53.05963636277987
17,1206,42,30,8,valence_classification,color_matching,XVVX,adjective,positive,liebe,noun,positive,0.4503,nonmatch,0.5065,0,0.3788,0.5146,53.03852274620216
17,1207,43,30,8,valence_classification,color_matching,WJJW,noun,negative,launisch,adjective,negative,0.4503,nonmatch,0.4322,0,0.3787,0.5144,53.01701486192662
17,1208,44,30,8,valence_classification,color_matching,WJJW,noun,negative,leiche,noun,negative,0.4533,match,0.4422,0,0.3785,0.5143,52.99507929920618
17,1209,45,30,8,valence_classification,color_matching,MQQM,noun,positive,leiche,noun,negative,0.4503,nonmatch,0.4751,0,0.3784,0.5141,52.9748521859394
17,1210,46,30,8,valence_classification,color_matching,XVVX,adjective,positive,gierig,adjective,negative,0.4503,nonmatch,0.3788,1,0.3783,0.514,52.95666830628652
17,1211,47,30,8,valence_classification,color_matching,XVVX,adjective,positive,eitel,adjective,negative,0.4503,nonmatch,0.4116,0,0.3787,0.5144,53.01524676681672
17,1212,48,30,8,valence_classification,color_matching,MQQM,noun,positive,spaß,noun,positive,0.4503,match,0.4832,1,0.3785,0.5142,52.99341952560784
17,1213,49,30,8,valence_classification,color_matching,MQQM,noun,positive,gift,noun,negative,0.4503,match,0.4181,0,0.379,0.5147,53.05568773512428
17,1214,50,30,8,valence_classification,color_matching,ZYYZ,adjective,negative,lustig,adjective,positive,0.4503,nonmatch,0.4538,1,0.3788,0.5145,53.03478835680713
17,1215,51,30,8,valence_classification,color_matching,XVVX,adjective,positive,glück,noun,positive,0.4503,nonmatch,0.42,0,0.3792,0.515,53.09427448649838
17,1216,52,30,8,valence_classification,color_matching,MQQM,noun,positive,eitel,adjective,negative,0.4503,match,0.3505,1,0.3791,0.5148,53.07417481379858
17,1217,53,30,8,valence_classification,color_matching,MQQM,noun,positive,launisch,adjective,negative,0.4563,match,0.5817,0,0.3795,0.5152,53.1312522043645
17,1218,54,30,8,valence_classification,color_matching,WJJW,noun,negative,schlecht,adjective,negative,0.4503,match,0.4973,0,0.3794,0.5151,53.111834774155085
17,1219,55,30,8,valence_classification,color_matching,ZYYZ,adjective,negative,schlecht,adjective,negative,0.4503,nonmatch,0.4323,0,0.3792,0.5149,53.09214222701508
17,1220,56,30,8,valence_classification,color_matching,WJJW,noun,negative,schön,adjective,positive,0.4503,nonmatch,0.3974,0,0.3791,0.5148,53.07214595050153
17,1221,57,30,8,valence_classification,color_matching,XVVX,adjective,positive,entführung,noun,negative,0.4503,nonmatch,0.3608,0,0.3789,0.5147,53.051816582696944
17,1222,58,30,8,valence_classification,color_matching,ZYYZ,adjective,negative,eitel,adjective,negative,0.4503,nonmatch,0.476,0,0.3788,0.5145,53.031123934171646
17,1223,59,30,8,valence_classification,color_matching,MQQM,noun,positive,gierig,adjective,negative,0.4503,nonmatch,0.5044,0,0.3786,0.5144,53.0100369071783
17,1224,60,30,8,valence_classification,color_matching,ZYYZ,adjective,negative,gierig,adjective,negative,0.4503,match,0.483,0,0.3785,0.5142,52.98852341177866
17,1225,61,30,8,valence_classification,color_matching,XVVX,adjective,positive,gütig,adjective,positive,0.4504,nonmatch,0.4394,0,0.3784,0.5141,52.96995918081451
17,1226,62,30,8,valence_classification,color_matching,XVVX,adjective,positive,leiche,noun,negative,0.4503,nonmatch,0.4197,0,0.3782,0.5139,52.9523493523457
17,1227,63,30,8,valence_classification,color_matching,WJJW,noun,negative,gift,noun,negative,0.4503,nonmatch,0.5581,0,0.3781,0.5138,52.93497262993542
17,1228,64,30,8,valence_classification,color_matching,MQQM,noun,positive,schleim,noun,negative,0.4503,nonmatch,0.4108,0,0.378,0.5137,52.91780516617735
17,1229,1,31,9,valence_classification,color_matching,MQQM,noun,positive,entführung,noun,negative,0.4503,nonmatch,0.3468,0,0.3779,0.5136,52.900823679975844
17,1230,2,31,9,valence_classification,color_matching,ZYYZ,adjective,negative,ehrlich,adjective,positive,0.4503,nonmatch,0.5624,1,0.3777,0.5135,52.88400539441108
17,1231,3,31,9,valence_classification,color_matching,XVVX,adjective,positive,leiche,noun,negative,0.4503,nonmatch,0.5207,1,0.3781,0.5138,52.93405873391009
17,1232,4,31,9,valence_classification,color_matching,MQQM,noun,positive,einfall,noun,positive,0.4503,nonmatch,0.5323,0,0.3785,0.5142,52.98532591127308
17,1233,5,31,9,valence_classification,color_matching,XVVX,adjective,positive,launisch,adjective,negative,0.4503,nonmatch,0.2687,0,0.3783,0.5141,52.9675979236248
17,1234,6,31,9,valence_classification,color_matching,MQQM,noun,positive,gierig,adjective,negative,0.4503,nonmatch,0.6128,1,0.3782,0.5139,52.95026252801084
17,1234,6,31,9,valence_classification,color_matching,MQQM,noun,positive,gierig,adjective,negative,0.4503,match,0.7083,0,0.3782,0.5139,52.95026252801084
17,1235,7,31,9,valence_classification,color_matching,WJJW,noun,negative,gierig,adjective,negative,0.4503,match,0.5395,0,0.3781,0.5138,52.93315462815894
17,1236,8,31,9,valence_classification,color_matching,XVVX,adjective,positive,spaß,noun,positive,0.4503,nonmatch,0.5831,0,0.378,0.5137,52.91625107400333
17,1237,9,31,9,valence_classification,color_matching,WJJW,noun,negative,schleim,noun,negative,0.4503,nonmatch,0.5723,1,0.3779,0.5136,52.89952926035918
17,1238,10,31,9,valence_classification,color_matching,WJJW,noun,negative,gütig,adjective,positive,0.4503,nonmatch,0.4822,0,0.3782,0.5139,52.949236554243825
17,1239,11,31,9,valence_classification,color_matching,WJJW,noun,negative,liebe,noun,positive,0.4503,nonmatch,0.5263,0,0.3781,0.5138,52.93226015390349
17,1240,12,31,9,valence_classification,color_matching,MQQM,noun,positive,lustig,adjective,positive,0.4503,match,0.5128,0,0.378,0.5137,52.91548570904236
17,1241,13,31,9,valence_classification,color_matching,ZYYZ,adjective,negative,gierig,adjective,negative,0.4503,nonmatch,0.3219,0,0.3778,0.5136,52.89889094153407
17,1242,14,31,9,valence_classification,color_matching,XVVX,adjective,positive,schleim,noun,negative,0.4541,nonmatch,0.3856,0,0.3777,0.5134,52.88245404967493
17,1243,15,31,9,valence_classification,color_matching,MQQM,noun,positive,spaß,noun,positive,0.4503,nonmatch,0.4358,1,0.3776,0.5133,52.8661536520909
17,1243,15,31,9,valence_classification,color_matching,MQQM,noun,positive,spaß,noun,positive,0.4503,match,0.4951,0,0.3776,0.5133,52.8661536520909
17,1244,16,31,9,valence_classification,color_matching,XVVX,adjective,positive,gierig,adjective,negative,0.4503,nonmatch,0.5219,1,0.3775,0.5132,52.84996873347286
17,1245,17,31,9,valence_classification,color_matching,XVVX,adjective,positive,gütig,adjective,positive,0.4503,nonmatch,0.4254,1,0.3778,0.5136,52.89825844845589
17,1246,18,31,9,valence_classification,color_matching,MQQM,noun,positive,ehrlich,adjective,positive,0.4504,nonmatch,0.3757,0,0.3782,0.5139,52.94721849968951
17,1247,19,31,9,valence_classification,color_matching,MQQM,noun,positive,schleim,noun,negative,0.4503,match,0.4036,0,0.3781,0.5138,52.93049948107335
17,1248,20,31,9,valence_classification,color_matching,WJJW,noun,negative,ehrlich,adjective,positive,0.4503,nonmatch,0.507,0,0.378,0.5137,52.91397776481792
17,1249,21,31,9,valence_classification,color_matching,ZYYZ,adjective,negative,spaß,noun,positive,0.4503,nonmatch,0.3245,1,0.3778,0.5136,52.89763170613789
17,1250,22,31,9,valence_classification,color_matching,XVVX,adjective,positive,schön,adjective,positive,0.4503,nonmatch,0.4322,0,0.3782,0.5139,52.94622603839998
17,1251,23,31,9,valence_classification,color_matching,XVVX,adjective,positive,einfall,noun,positive,0.4503,match,0.2478,0,0.3781,0.5138,52.929632981023744
17,1252,24,31,9,valence_classification,color_matching,WJJW,noun,negative,schlecht,adjective,negative,0.4503,nonmatch,0.4981,0,0.378,0.5137,52.913234961114185
17,1253,25,31,9,valence_classification,color_matching,ZYYZ,adjective,negative,launisch,adjective,negative,0.4503,match,0.4108,1,0.3778,0.5136,52.89701064055481
17,1254,26,31,9,valence_classification,color_matching,WJJW,noun,negative,lustig,adjective,positive,0.4503,match,0.3459,0,0.3782,0.5139,52.94524437440543
17,1255,27,31,9,valence_classification,color_matching,XVVX,adjective,positive,lustig,adjective,positive,0.4503,nonmatch,0.6545,0,0.3781,0.5138,52.92877550937331
17,1256,28,31,9,valence_classification,color_matching,ZYYZ,adjective,negative,einfall,noun,positive,0.4503,match,0.4626,1,0.3779,0.5137,52.91249945674312
17,1257,29,31,9,valence_classification,color_matching,WJJW,noun,negative,entführung,noun,negative,0.4503,nonmatch,0.6527,0,0.3783,0.514,52.960831589363195
17,1258,30,31,9,valence_classification,color_matching,WJJW,noun,negative,einfall,noun,positive,0.4509,match,0.3431,1,0.3782,0.5139,52.94427332774773
17,1259,31,31,9,valence_classification,color_matching,ZYYZ,adjective,negative,schleim,noun,negative,0.4503,match,0.4038,1,0.3785,0.5143,52.99518589284314
17,1260,32,31,9,valence_classification,color_matching,MQQM,noun,positive,glück,noun,positive,0.4503,match,0.3674,0,0.3789,0.5147,53.052911549862976
17,1261,33,31,9,valence_classification,color_matching,XVVX,adjective,positive,schlecht,adjective,negative,0.4504,match,0.5413,0,0.3788,0.5145,53.03351658207836
17,1262,34,31,9,valence_classification,color_matching,WJJW,noun,negative,leiche,noun,negative,0.4503,nonmatch,0.468,0,0.3787,0.5144,53.01375610667308
17,1263,35,31,9,valence_classification,color_matching,ZYYZ,adjective,negative,leiche,noun,negative,0.4503,nonmatch,0.303,1,0.3785,0.5142,52.9936018187456
17,1264,36,31,9,valence_classification,color_matching,WJJW,noun,negative,launisch,adjective,negative,0.4503,nonmatch,0.4472,0,0.3789,0.5147,53.05108520072606
17,1265,37,31,9,valence_classification,color_matching,ZYYZ,adjective,negative,schlecht,adjective,negative,0.4503,nonmatch,0.3684,1,0.3788,0.5145,53.03177513802374
17,1266,38,31,9,valence_classification,color_matching,XVVX,adjective,positive,gift,noun,negative,0.4503,nonmatch,0.5109,0,0.3792,0.5149,53.08673799242153
17,1267,39,31,9,valence_classification,color_matching,XVVX,adjective,positive,liebe,noun,positive,0.4503,match,0.461,1,0.3791,0.5148,53.068162873172476
17,1268,40,31,9,valence_classification,color_matching,ZYYZ,adjective,negative,schön,adjective,positive,0.4503,match,0.5205,0,0.3794,0.5151,53.12092313187724
17,1269,41,31,9,valence_classification,color_matching,WJJW,noun,negative,glück,noun,positive,0.4503,match,0.392,0,0.3793,0.515,53.10298246833052
17,1270,42,31,9,valence_classification,color_matching,MQQM,noun,positive,liebe,noun,positive,0.4503,nonmatch,0.5403,0,0.3792,0.5149,53.084778373556325
17,1271,43,31,9,valence_classification,color_matching,ZYYZ,adjective,negative,gütig,adjective,positive,0.4508,nonmatch,0.3997,0,0.379,0.5148,53.066286279118266
17,1272,44,31,9,valence_classification,color_matching,MQQM,noun,positive,eitel,adjective,negative,0.4507,match,0.3263,1,0.3789,0.5146,53.04748096054036
17,1273,45,31,9,valence_classification,color_matching,WJJW,noun,negative,schön,adjective,positive,0.4539,match,0.4108,0,0.3793,0.515,53.10095884331302
17,1274,46,31,9,valence_classification,color_matching,ZYYZ,adjective,negative,entführung,noun,negative,0.4503,nonmatch,0.4349,0,0.3792,0.5149,53.08283715850377
17,1275,47,31,9,valence_classification,color_matching,MQQM,noun,positive,leiche,noun,negative,0.4503,nonmatch,0.3745,0,0.379,0.5147,53.06442668964741
17,1276,48,31,9,valence_classification,color_matching,MQQM,noun,positive,schön,adjective,positive,0.4503,nonmatch,0.524,0,0.3789,0.5146,53.04570243621535
